pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,0.000347412887936033,0.393271389143589,0.49849310876659,-0.996738613693875,-1.50669244472459,3,HMGA1
REACTOME_STRIATED_MUSCLE_CONTRACTION,0.00122748424453946,0.40139905575546,0.45505986738723,0.951097303443673,1.96509132935315,5,TPM1 MYH3 MYL1
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY,0.00122748424453946,0.40139905575546,0.45505986738723,0.951097303443673,1.96509132935315,5,TPM1 MYH3 MYL1
REACTOME_HIV_LIFE_CYCLE,0.00144173585086219,0.40139905575546,0.45505986738723,-0.992885401478511,-1.55317908635738,4,HMGA1
PID_IL4_2PATHWAY,0.00177296402718843,0.40139905575546,0.45505986738723,-0.998783722662374,-1.45526576572161,2,HMGA1
KEGG_DILATED_CARDIOMYOPATHY,0.00256205753463454,0.414321304172328,0.431707695803346,0.947016604844945,1.877208551925,4,TPM1 ACTC1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.00256205753463454,0.414321304172328,0.431707695803346,0.947016604844945,1.877208551925,4,TPM1 ACTC1
REACTOME_CELLULAR_SENESCENCE,0.00344161441541554,0.42468384455791,0.431707695803346,-0.996842161190511,-1.45243683701769,2,HMGA1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,0.00344161441541554,0.42468384455791,0.431707695803346,-0.996842161190511,-1.45243683701769,2,HMGA1
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.00598609748701359,0.42468384455791,0.407017918923954,0.9242074211583,1.83199541156406,4,TPM1 COX7C
REACTOME_HIV_INFECTION,0.00611194001032707,0.42468384455791,0.407017918923954,-0.970588891643282,-1.58547009479874,6,HMGA1
WP_MALE_INFERTILITY,0.00679479375484237,0.42468384455791,0.407017918923954,-0.995099902490946,-1.44989830001215,2,HMGA1
REACTOME_2_LTR_CIRCLE_FORMATION,0.00750311750821876,0.42468384455791,0.407017918923954,-1,-1.36877180778853,1,HMGA1
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION,0.00750311750821876,0.42468384455791,0.407017918923954,-1,-1.36877180778853,1,HMGA1
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,0.00750311750821876,0.42468384455791,0.407017918923954,-1,-1.36877180778853,1,HMGA1
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,0.00750311750821876,0.42468384455791,0.407017918923954,-1,-1.36877180778853,1,HMGA1
REACTOME_INTEGRATION_OF_PROVIRUS,0.00750311750821876,0.42468384455791,0.407017918923954,-1,-1.36877180778853,1,HMGA1
WP_NAD_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE,0.00750311750821876,0.42468384455791,0.407017918923954,-1,-1.36877180778853,1,HMGA1
WP_OREXIN_RECEPTOR_PATHWAY,0.00750311750821876,0.42468384455791,0.407017918923954,-1,-1.36877180778853,1,HMGA1
PID_MYC_ACTIV_PATHWAY,0.00750324813706555,0.42468384455791,0.407017918923954,-0.963234334485549,-1.57345632611205,6,HMGA1
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.00828805798125314,0.446765792132312,0.380730400722792,-0.974270668507375,-1.5557926523628,5,HMGA1
WP_VITAMIN_D_RECEPTOR_PATHWAY,0.0123708485669988,0.565142908825715,0.380730400722792,0.934990107166635,1.71198489730342,3,TPM1 S100A6
REACTOME_COMPLEX_I_BIOGENESIS,0.0124810713079884,0.565142908825715,0.380730400722792,0.888734643671062,1.76168006448471,4,NDUFS4 NDUFA7 NDUFV2
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,0.0124810713079884,0.565142908825715,0.380730400722792,0.888734643671062,1.76168006448471,4,NDUFS4 NDUFA7 NDUFV2
WP_OXIDATIVE_PHOSPHORYLATION,0.0124810713079884,0.565142908825715,0.380730400722792,0.888734643671062,1.76168006448471,4,NDUFS4 NDUFA7 NDUFV2
